repo_fullname,commits_avg_added,commits_avg_files_changed,commits_avg_message_length,commits_avg_per_day_real,commits_avg_removed,commits_count,commits_days_since_first,commits_days_since_last,commits_max_per_day,commits_total_lines_added,commits_total_lines_removed,contributors_count,contributors_top_avg_additions,contributors_top_avg_commits,contributors_top_avg_deletions,contributors_top_avg_participation_week,forks_avg_max_per_day,forks_count,issues_avg_body_length,issues_avg_comment_length,issues_avg_comments,issues_avg_labels,issues_avg_per_day,issues_avg_per_day_real,issues_avg_title_length,issues_count,issues_labels,issues_max_per_day,issues_open,issues_total_comments,pulls_avg_body_length,pulls_avg_comments,pulls_avg_Commits,pulls_avg_created_per_day_real,pulls_avg_files_changed,pulls_avg_labels,pulls_avg_lines_added,pulls_avg_lines_removed,pulls_avg_review_comments,pulls_avg_title_length,pulls_count,pulls_max_created_per_day,pulls_total_lines_added,pulls_total_lines_removed,releases_avg_assets,releases_avg_assets_downloads,releases_avg_assets_size,releases_avg_body_length,releases_avg_title_length,releases_count,releases_tags,releases_total_downloads,repo_age_days,repo_branches,repo_deployments,repo_languages,repo_milestones,repo_network_members,repo_readme_length,repo_size,repo_topics,repo_watchers,repo_workflows,stars_avg_per_day_real,stars_count,stars_max_per_day,wf_avg_duration,wf_avg_fails_per_day,wf_avg_failure_duration,wf_avg_success_duration,wf_avg_successes_per_day_real,wf_count,labels
intel/msr-tools,57,2,96,2,19,24,7478,1838,3,1373,463,4,25,1,9,1,3,60,556,116,1,0,0,1,35,17,0,4,10,21,493,0,1,1,3,0,77,1,0,46,4,3,310,6,0,0,0,0,0,0,0,0,3139,1,0,4,0,61,0,19,0,147,0,1,147,7,0,0,0,0,0,0,1
woocommerce/wc-api-node,14,2,38,4,5,97,2456,977,19,1401,468,9,19,9,9,2,1,59,666,158,2,0,0,1,38,102,0,4,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2456,1,0,1,0,62,6163,66,0,141,0,1,141,4,0,0,0,0,0,0,1
grych/AppStoreReviews,41,1,59,2,9,9,4007,2810,4,373,78,3,57,1,7,1,2,55,187,375,0,0,0,1,43,11,0,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4007,1,0,1,0,59,1612,134,0,147,0,1,147,29,0,0,0,0,0,0,1
BycorSanchez/resources,1,1,54,1,1,1,1088,1088,1,1,1,4,127,19,34,5,6,58,0,87,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,1,0,3,0,62,0,1252,3,144,0,1,144,17,0,0,0,0,0,0,0
codrops/SamsungGrid,253,5,162,3,2,5,2878,2872,4,1267,11,1,253,5,2,2,3,52,56,3,0,0,0,1,18,4,0,1,3,1,0,0,1,1,1,0,3,3,0,16,1,1,3,3,0,0,0,0,0,0,0,0,2878,1,0,2,0,52,480,198,0,147,0,1,147,10,0,0,0,0,0,0,1
ollierattue/FormIgniter,0,0,0,0,0,0,0,0,0,0,0,1,38,1,14,1,1,73,0,524,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4174,1,0,1,0,75,0,685,0,145,0,1,145,35,0,0,0,0,0,0,0
kptfh/feign-reactive,313,11,44,2,154,74,1492,673,7,23137,11371,2,88,9,29,5,1,28,1968,227,1,0,0,1,32,24,6,2,8,28,6523,0,1,1,1,1,1,1,0,44,5,2,5,5,0,0,0,0,0,0,0,0,1492,7,0,1,0,95,5761,347,8,145,0,1,145,8,0,0,0,0,0,0,0
PaulStoffregen/TimeAlarms,39,1,88,2,15,40,2716,600,15,1563,604,9,51,3,20,1,2,83,798,289,1,0,0,1,35,59,0,2,25,67,120,0,2,1,2,0,95,62,1,30,8,1,763,496,0,0,0,48,14,3,3,0,2716,1,0,1,0,97,10460,40,0,144,0,1,144,3,0,0,0,0,0,0,0
Shouqun/node-dbus,469,4,88,3,71,447,3796,201,12,209829,31576,32,513,6,43,2,2,65,858,321,1,0,0,1,37,237,11,4,54,330,3316,0,1,1,1,0,8,4,0,30,9,2,74,39,0,0,0,0,6,2,2,0,3796,27,0,3,0,66,11510,1278,0,144,0,1,144,14,0,0,0,0,0,0,1
karpathy/nipspreview,0,0,0,0,0,0,0,0,0,0,0,1,222,8,7,2,4,52,0,838,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3415,1,0,1,0,62,0,165,0,145,0,1,145,25,0,0,0,0,0,0,1
RisingStack/kubernetes-nodejs-example,82,4,36,1,1,4,2091,2064,2,326,5,2,1,1,1,1,2,77,188,21,0,0,0,1,23,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2091,1,0,1,0,78,507,5,0,142,0,1,142,6,0,0,0,0,0,0,1
shirriff/Arduino-TV-B-Gone,2,1,18,1,1,1,1987,1987,1,2,1,2,1919,9,1424,1,2,45,0,441,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4164,1,0,3,0,53,0,91,0,143,0,1,143,5,0,0,0,0,0,0,0
panther-labs/panther-analysis,350,13,196,1,72,325,897,2,11,113629,23404,26,580,12,305,7,2,62,518,314,0,0,0,1,34,400,114,12,11,221,1156,2,5,1,4,0,209,16,3,47,6,2,1259,97,2,4052,194553,320,5,31,31,336321,897,20,0,5,13,62,6805,1790,2,149,2,1,149,4,0.010697338,0,0.000859375,0.009837963,3,12,1
virtualabs/ZeroSMS,1,1,66,1,1,1,3449,3449,1,1,1,1,44,18,22,3,2,55,0,442,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3459,1,0,2,0,58,0,246,0,141,0,1,141,20,0,0,0,0,0,0,1
Twitter-Sentiment-Analysis/R,97,1,28,3,3,79,2045,776,10,7654,236,2,96,39,2,9,3,83,309,248,4,0,0,1,24,9,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045,1,0,1,0,84,1234,932,5,148,0,1,148,4,0,0,0,0,0,0,0
Purus/launch_review,76,4,57,2,11,38,1481,389,5,2892,405,8,123,2,5,1,2,51,564,311,2,0,0,1,47,46,0,3,24,107,110,2,1,1,3,0,93,2,0,40,4,1,374,10,0,0,0,0,0,0,0,0,1481,1,0,4,0,70,2588,185,5,147,0,1,147,3,0,0,0,0,0,0,1
smichelotti/Ionic2Course,360,1,25,1,1,15,2021,1557,3,5395,12,1,667,8,1,5,2,90,696,241,1,0,0,1,41,12,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,0,1,0,90,6766,40,0,144,0,1,144,3,0,0,0,0,0,0,1
mozilla/moz-git-tools,10,1,71,2,3,199,3726,660,6,2006,526,26,10,5,2,3,2,70,291,198,2,0,0,1,42,71,0,3,9,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3726,1,0,2,0,76,6723,104,0,147,0,1,147,18,0,0,0,0,0,0,1
Greyh4t/m3u8-Downloader,15,1,15,2,1,7,2007,1685,4,107,4,1,15,7,0,4,1,75,154,92,2,0,0,1,29,6,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1,0,1,0,75,173,2,0,148,0,1,148,2,0,0,0,0,0,0,1
reljicd/spring-boot-blog,117,6,31,3,33,34,1777,1457,11,3991,1138,1,133,34,49,6,2,86,414,0,0,0,0,1,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,1,0,5,0,89,4385,129,19,147,0,1,147,3,0,0,0,0,0,0,0
abitmore/bts-cn-docs,31,1,22,2,3,64,1755,68,5,1961,189,3,44,19,14,10,2,50,151,39,1,0,0,1,18,11,0,1,2,16,80,2,8,1,6,0,373,216,0,16,2,1,746,433,0,0,0,0,0,0,0,0,1755,1,0,0,0,52,11470,166,2,147,0,1,147,5,0,0,0,0,0,0,0
jraleman/42.Exam-C,159,6,67,2,3,26,1692,172,3,4145,74,6,257,2,2,2,2,62,178,237,1,0,0,1,26,17,0,2,4,23,0,0,1,1,1,0,6,6,0,33,1,1,6,6,0,0,0,0,0,0,0,0,1703,1,0,2,0,62,1355,1817,5,141,0,1,141,2,0,0,0,0,0,0,0
rodrigograca31/Samaritan,1,1,15,1,2,1,510,510,1,1,2,8,42,7,30,2,2,55,0,304,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2734,3,0,3,0,69,0,242,1,141,0,1,100,4,0,0,0,0,0,0,0
danfinlay/jazzicon,12,2,22,5,6,32,2152,582,17,399,199,3,13,9,6,1,2,41,347,141,0,0,0,1,30,14,0,2,9,4,217,0,3,1,4,0,3305,50,0,41,3,1,9915,151,0,0,0,0,0,0,0,0,2151,3,0,1,0,58,810,281,0,150,0,1,150,5,0,0,0,0,0,0,0
openzoom/deepzoom.py,35,2,35,4,20,79,4738,55,28,2738,1592,3,35,22,22,5,2,62,240,208,1,0,0,1,28,24,0,3,7,28,88,0,1,1,2,0,15,8,0,40,1,1,15,8,0,0,0,0,0,0,0,0,4620,2,0,2,0,62,776,153,0,147,0,1,147,19,0,0,0,0,0,0,0
schadokar/go-to-do-app,7,1,18,2,1,2,151,151,2,13,1,2,845,13,268,6,4,88,0,99,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,8,0,5,0,98,0,1903,5,147,0,1,147,4,0,0,0,0,0,0,1
blankjee/file-storage-system,1084,14,11,3,0,3,779,779,3,3251,1,1,1083,3,0,1,2,53,4,0,0,0,0,1,9,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,1,0,3,0,53,2546,194,6,143,0,1,143,4,0,0,0,0,0,0,0
bmcgonag/docker_installs,64,2,54,2,27,34,440,26,7,2161,902,4,79,7,37,3,5,90,246,327,0,0,0,1,26,8,0,1,3,6,139,1,1,1,1,0,0,0,0,23,1,1,0,0,0,0,0,0,0,0,0,0,440,1,0,1,0,90,2679,75,0,149,0,1,149,5,0,0,0,0,0,0,1
WebBreacher/tilde_enum,59,1,63,3,18,93,2979,1160,10,5455,1703,6,66,12,20,3,2,54,281,475,1,0,0,1,32,39,19,6,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2979,1,0,1,0,57,6960,106,0,147,0,1,147,6,0,0,0,0,0,0,1
nvonahsen/jitsi-token-moderation-plugin,18,1,77,1,3,13,1142,439,3,229,33,7,20,1,2,1,2,79,875,430,4,0,0,1,33,18,0,1,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,1,0,2,0,81,4536,15,0,142,0,1,142,3,0,0,0,0,0,0,0
YahooArchive/Optimal-LSH,0,0,0,0,0,0,0,0,0,0,0,1,246,22,49,11,1,61,675,0,0,0,0,1,61,2,0,1,2,0,528,0,1,1,1,0,4,1,0,60,1,1,4,1,0,0,0,0,0,0,0,0,3884,1,0,2,0,62,2650,220,0,149,0,1,149,15,0,0,0,0,0,0,0
bigpicturelabs/simple_pbft,9,3,19,1,1,1,291,291,1,9,1,1,222,6,26,2,2,66,0,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,1,0,1,0,67,0,1779,0,144,0,1,144,2,0,0,0,0,0,0,1
cyoon1729/deep-Q-networks,124,3,17,4,29,47,1013,986,10,5848,1346,1,179,45,79,4,2,52,129,103,0,0,0,1,37,6,0,2,5,1,27,0,1,1,1,0,3,2,0,39,3,1,10,8,0,0,0,0,0,0,0,0,1013,1,0,2,0,52,447,75,4,143,0,1,143,3,0,0,0,0,0,0,0
ladingwu/identfying_code_recognize,1,1,23,1,1,1,1947,1947,1,1,1,1,16,14,3,3,6,61,0,22,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,1,0,1,0,63,0,47,0,143,0,1,143,25,0,0,0,0,0,0,1
jagjeet-singh/argoverse-forecasting,568,8,18,2,103,9,897,672,3,5108,923,1,567,9,102,3,1,51,5400,357,1,0,0,1,37,25,7,2,12,34,5692,0,1,1,1,0,22,11,0,29,3,1,67,35,0,0,0,0,0,0,0,0,897,2,0,1,0,53,7866,333,0,149,0,1,149,3,0,0,0,0,0,0,0
disqus/disqus-php,175,1,51,3,24,38,4147,2899,13,6654,911,5,189,7,25,2,2,72,338,268,1,0,0,1,40,37,0,3,23,59,216,1,4,1,2,0,44,7,0,32,8,1,355,60,0,0,0,0,0,0,0,0,4147,1,0,1,0,77,556,365,0,144,0,1,144,30,0,0,0,0,0,0,0
eugenebrusov/android-cards,87,7,58,1,82,1,1445,1445,1,87,82,2,35,42,13,3,1,52,0,139,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,1,0,1,0,55,0,788,7,145,0,1,145,4,0,0,0,0,0,0,1
thetutlage/Google-Play-Store-API,1642,6,17,2,1,5,3482,2617,2,8210,3,1,137,3,0,2,2,59,173,179,4,0,0,1,27,6,0,2,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3482,1,0,3,0,61,13711,344,0,147,0,1,147,2,0,0,0,0,0,0,1
tdozat/Parser-v1,5,2,21,1,96,1,1848,1848,1,5,96,1,393,23,87,6,2,40,0,112,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971,2,0,2,0,51,0,106,0,143,0,1,143,5,0,0,0,0,0,0,1
Ryan-ZA/MockGPSPath,1350,25,27,2,20,3,3474,3472,2,4051,61,1,1350,3,20,1,2,66,204,235,0,0,0,2,23,10,0,6,8,9,586,6,4,1,12,0,148,22,0,28,1,1,148,22,0,0,0,0,0,0,0,0,3474,1,0,1,0,69,207,740,0,142,0,1,142,2,0,0,0,0,0,0,0
ravibpatel/CrashReporter.NET,276,6,72,2,92,70,3288,458,4,19317,6430,12,275,5,91,3,2,59,363,254,2,0,0,1,32,42,12,2,8,102,57,0,2,1,2,0,6,3,0,44,1,1,6,3,1,28,423465,193,6,9,9,258,1815,1,0,1,1,59,7948,234,4,142,0,1,142,3,0,0,0,0,0,0,0
zhontai/Admin.UI,172,5,37,2,56,150,740,65,9,25804,8448,1,160,130,88,38,2,62,121,262,0,0,0,1,30,6,0,1,4,4,280,0,1,1,1,0,1,1,0,72,1,1,1,1,0,0,0,248,6,7,7,0,739,1,0,4,0,62,859,364,8,148,1,1,148,3,0.031371528,0,0.023098958,0.008272569,1,4,0
Solin1998/SearchTT,10,1,16,1,5,1,666,666,1,10,5,1,101,14,8,3,3,80,0,126,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,1,0,1,0,81,0,42,0,144,0,1,144,5,0,0,0,0,0,0,1
Xeroday/ChromeLogger,319,3,27,3,287,60,3170,2396,9,19157,17208,1,583,60,551,11,2,69,190,90,1,0,0,1,23,10,0,1,8,13,0,0,1,1,1,0,2,2,0,16,1,1,2,2,1,18213,504350,80,21,2,2,36426,3170,1,0,3,0,70,926,1018,0,142,0,1,142,11,0,0,0,0,0,0,0
alxndrkalinin/awesome-deepneuroimage,15,1,198,2,0,15,2020,1432,2,224,5,3,13,4,0,2,2,48,817,27,1,0,0,1,26,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,0,0,0,55,21364,19,4,149,0,1,149,4,0,0,0,0,0,0,1
josx/ra-data-feathers,184,2,110,3,116,210,1854,47,11,38548,24418,25,210,6,142,2,2,55,931,255,2,0,0,1,36,180,27,7,14,370,4640,0,1,1,1,1,3,3,0,38,1,1,3,3,0,0,0,21,22,10,10,0,1854,20,0,2,0,57,17531,1507,7,148,0,1,148,3,0,0,0,0,0,0,0
zerok/celery-prometheus-exporter,11,1,21,1,1,1,937,937,1,11,1,10,16,9,6,3,2,91,0,226,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,9,5,5,0,2131,2,0,3,0,94,0,102,0,141,0,0,0,0,0,0,0,0,0,0,1
eirikb/gifie,94,2,50,2,7,22,3076,1105,4,2057,150,3,107,6,7,2,2,50,269,317,1,0,0,1,51,5,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3076,1,1,3,0,53,144,22,0,147,0,1,147,2,0,0,0,0,0,0,1
prashantchaudhary/hovercard,382,3,21,1,0,1,3386,3386,1,382,0,0,0,0,0,0,1,54,208,0,0,0,0,1,34,10,0,1,10,0,194,0,2,1,2,0,80,69,0,41,4,1,321,279,0,0,0,0,0,0,0,0,3386,1,0,1,0,54,868,206,0,144,0,1,144,19,0,0,0,0,0,0,0
samcome/webfont-medical-icons,412,13,45,3,52,55,3060,1754,20,22652,2852,5,388,9,69,2,2,55,379,68,0,0,0,1,31,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060,2,2,4,0,55,1683,1930,0,147,0,1,147,2,0,0,0,0,0,0,1
ciaranm/inkpot,26,1,53,2,0,9,4652,3337,3,236,4,2,63,3,31,2,0,0,0,222,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4652,1,0,1,0,56,0,130,0,146,0,1,146,26,0,0,0,0,0,0,1
php-tmdb/laravel,45,2,73,3,20,62,2759,1430,8,2771,1261,7,46,7,26,2,2,49,643,287,2,0,0,1,36,59,3,2,7,156,33,3,2,1,5,0,96,127,0,64,4,2,385,510,0,0,0,50,32,13,13,0,2759,1,0,1,2,56,6307,48,0,148,0,1,148,7,0,0,0,0,0,0,0
hallidave/ruby-snmp,0,0,0,0,0,0,0,0,0,0,0,10,374,6,281,2,2,63,0,201,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4237,1,0,3,0,64,0,568,2,144,0,1,144,27,0,0,0,0,0,0,1
vitorbritto/dev-list,310,13,79,1,218,1,1993,1993,1,310,218,13,12,10,9,2,6,29,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3249,2,0,0,0,54,0,144,1,146,0,1,146,9,0,0,0,0,0,0,1
brandicted/scrapy-webdriver,51,2,44,2,6,27,3349,2703,6,1379,150,3,56,8,6,3,1,60,756,329,1,0,0,1,44,17,2,1,10,32,283,0,6,1,2,0,49,11,0,47,3,1,147,34,0,0,0,0,0,0,0,0,3349,1,0,1,0,66,1991,345,0,147,0,1,147,2,0,0,0,0,0,0,0
balidani/tinyctf-platform,71,3,35,2,0,14,2739,1620,5,995,4,2,109,4,0,1,3,54,157,96,1,0,0,1,23,18,1,3,12,19,287,3,25,1,15,0,366,124,0,20,3,1,1099,374,0,0,0,0,0,0,0,0,2739,1,0,4,0,59,1566,178,0,147,0,1,147,6,0,0,0,0,0,0,0
adrelanos/vpn-firewall,67,2,57,4,14,95,3259,1607,11,6412,1350,2,5,1,1,1,1,47,390,309,2,0,0,1,37,46,12,7,8,99,175,1,2,1,1,0,49,0,0,18,1,1,49,0,0,0,0,0,0,0,0,0,3259,1,0,2,0,52,4624,123,0,145,0,1,145,3,0,0,0,0,0,0,0
yingDev/Web-Rtmp,60,2,14,8,46,70,1986,1722,29,4234,3221,1,18,36,56,3,2,52,965,40,0,0,0,1,21,4,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1,0,4,0,52,2155,45,0,149,0,1,149,16,0,0,0,0,0,0,1
mandiant/flare-kscldr,411,5,18,1,1,4,1442,1064,2,1643,2,2,547,1,0,1,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,1,0,3,0,57,1999,16,3,143,0,1,143,15,0,0,0,0,0,0,1
prabushitha/gremlin-visualizer,641,3,53,2,9,24,859,277,6,15388,213,2,843,9,6,2,2,54,2451,345,1,0,0,1,38,33,7,2,18,39,4815,0,5,1,5,0,4125,155,0,34,5,2,20629,779,0,0,0,0,0,0,0,0,859,6,0,3,0,56,2799,843,0,146,0,1,146,5,0,0,0,0,0,0,0
shaojiankui/JavaScriptCore-Demo,10,2,15,1,1,1,2180,2180,1,10,1,1,30,1,0,1,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2653,1,0,3,0,63,0,105,0,145,0,0,0,0,0,0,0,0,0,0,1
purescript/purescript-prelude,60,4,306,1,24,24,463,15,3,1446,568,36,56,6,36,3,2,78,0,220,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,6,32,32,0,2545,2,0,2,0,83,0,382,0,147,0,0,0,0,0,0,0,0,0,0,1
PolymerElements/app-route,80,3,58,2,53,294,2358,277,11,23596,15470,19,90,12,64,5,3,66,861,307,3,1,0,1,44,253,254,8,53,773,1694,2,1,1,1,1,27,4,0,43,10,1,279,40,0,0,0,66,6,19,19,0,2274,25,0,2,5,69,2900,618,0,145,0,1,145,11,0,0,0,0,0,0,0
southex/SimpleWallet,12,1,20,6,6,136,1331,1085,34,1602,760,7,10,18,5,2,3,44,70,42,0,0,0,1,22,14,0,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331,1,0,0,0,64,12305,166,0,144,0,1,144,6,0,0,0,0,0,0,1
PeachFlame/cPanel-fixperms,55,1,117,3,19,25,2568,577,6,1365,465,4,75,4,22,1,1,66,328,174,0,0,0,1,31,14,0,2,3,10,46,0,1,1,1,0,59,60,1,45,2,1,118,121,0,0,0,0,0,0,0,0,2568,1,0,1,0,67,3577,38,0,142,0,1,142,2,0,0,0,0,0,0,0
arnoldasgudas/Hangfire.MySqlStorage,16,16,86,1,19,1,627,627,1,16,19,11,132,5,48,2,2,89,0,318,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,21,5,5,0,2313,3,0,3,0,99,0,1114,0,142,0,0,0,0,0,0,0,0,0,0,1
mharizanov/ESP8266_Relay_Board,17,1,17,1,9,1,2535,2535,1,17,9,2,1604,17,16,4,2,60,0,544,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2596,1,0,11,0,78,0,1190,0,143,0,1,143,4,0,0,0,0,0,0,1
digitalocean/doks-example,29,2,59,2,5,22,1091,587,5,633,110,6,24,1,5,1,2,52,161,278,1,0,0,1,44,11,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,1,0,4,0,52,951,1686,4,147,0,1,147,3,0,0,0,0,0,0,1
vvgomes/event-driven-restaurant,353,12,30,3,12,17,1822,1446,5,6003,196,1,353,17,12,4,2,66,385,359,1,0,0,1,148,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822,1,0,3,0,68,1623,103,0,148,0,1,148,3,0,0,0,0,0,0,1
googlearchive/gplus-quickstart-php,3436,35,59,2,6747,38,3328,2152,7,130586,256370,11,4981,2,4931,1,1,69,236,159,1,0,0,1,36,23,0,3,1,45,137,2,2,1,1,0,12,11,0,45,1,1,12,11,0,0,0,0,0,0,0,0,3332,1,0,2,0,70,129,458,0,147,0,1,147,9,0,0,0,0,0,0,0
SunnyMarkLiu/Naive_Bayes_Meet_Adaboost,1466,2,19,5,533,46,2206,1823,18,67420,24534,1,1855,45,902,5,2,68,173,199,1,0,0,1,13,7,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206,1,0,1,0,69,4768,427,2,148,0,1,148,2,0,0,0,0,0,0,1
nelmio/NelmioSolariumBundle,39,2,51,2,25,194,3769,136,18,7515,4918,20,44,6,30,3,3,60,341,239,2,0,0,1,36,122,1,14,5,322,278,2,2,1,3,0,82,0,0,47,2,1,164,1,0,0,0,287,4,13,13,0,3769,5,0,2,0,65,5792,183,4,145,1,1,145,35,0.006302083,0,0.001400463,0.00490162,10,2,0
streamroot/videojs-hlsjs-plugin,0,0,0,0,0,0,0,0,0,0,0,11,14,23,8,6,2,72,0,307,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249,3,0,2,0,73,0,258,0,146,0,1,100,2,0,0,0,0,0,0,1
osmocom/pysim,50,2,276,3,20,634,4478,5,15,31826,12883,25,51,24,20,6,2,72,298,194,1,0,0,1,36,13,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265,15,0,2,0,76,3911,1761,6,144,0,1,144,2,0,0,0,0,0,0,1
goshippo/shippo-php-client,102,6,63,2,27,106,2779,71,6,10832,2899,15,191,2,92,1,8,77,295,273,1,0,0,1,38,77,2,3,22,142,195,3,1,1,17,0,54,14,0,36,3,1,164,44,0,0,0,75,10,3,3,0,2779,25,0,1,0,82,5188,319,9,149,0,1,149,3,0,0,0,0,0,0,0
awslabs/fraud-detection-using-machine-learning,233,3,50,2,96,32,1050,296,7,7446,3065,4,343,5,139,3,5,93,3675,280,1,0,0,1,44,10,2,1,2,12,1679,0,1,1,1,0,14,14,9,16,1,1,14,14,0,0,0,0,0,0,0,0,1050,1,0,2,0,93,8654,204,7,146,0,1,146,7,0,0,0,0,0,0,0
SpectoLabs/hoverfly-java,18,2,38,1,18,1,5,5,1,18,18,0,0,0,0,0,0,0,0,725,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2223,9,0,3,0,51,5033,1505,11,141,0,1,100,3,0,0,0,0,0,0,1
AnthraX1/InsightScan,40,1,25,3,15,52,3154,2569,9,2063,792,1,5,1,4,1,2,82,146,78,0,0,0,1,20,3,0,1,2,1,0,0,1,1,1,0,1,0,0,23,1,1,1,0,0,0,0,0,0,0,0,0,3154,2,0,1,0,87,2292,283,0,148,0,1,148,2,0,0,0,0,0,0,0
ppabc/security_check,289,5,9,2,11,6,2723,1893,3,1736,66,1,289,6,11,4,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2723,1,0,2,0,62,173,18,0,148,0,1,148,11,0,0,0,0,0,0,1
aws/aws-aspnet-cognito-identity-provider,4,1,125,1,4,1,176,176,1,4,4,16,385,6,56,2,2,64,0,340,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,10,0,1,0,66,0,813,5,141,0,1,100,3,0,0,0,0,0,0,1
